county_cas_data,county,state,FIPS,GISJOIN
Jefferson,Jefferson,Missouri,29099,G2900990
Vermilion,Vermilion,Louisiana,22113,G2201130
Clark,Clark,Nevada,32003,G3200030
Clinton,Clinton,New York,36019,G3600190
Lake,Lake,South Dakota,46079,G4600790
Brazos,Brazos,Texas,48041,G4800410
Richmond,Richmond,Virginia,51159,G5101590
Pecos,Pecos,Texas,48371,G4803710
Eddy,Eddy,New Mexico,35015,G3500150
Idaho,Idaho,Idaho,16049,G1600490
Grant,Grant,Kansas,20067,G2000670
Daviess,Daviess,Indiana,18027,G1800270
Buchanan,Buchanan,Virginia,51027,G5100270
Fountain,Fountain,Indiana,18045,G1800450
Pulaski,Pulaski,Virginia,51155,G5101550
Newton,Newton,Missouri,29145,G2901450
Bear Lake,Bear Lake,Idaho,16007,G1600070
Van Zandt,Van Zandt,Texas,48467,G4804670
Bedford,Bedford,Pennsylvania,42009,G4200090
Brown,Brown,Ohio,39015,G3900150
Jasper,Jasper,Mississippi,28061,G2800610
Mississippi,Mississippi,Arkansas,05093,G0500930
Roanoke,Roanoke,Virginia,51161,G5101610
Mc Pherson,Mcpherson,Kansas,20113,G2001130
Nez Perce,Nez Perce,Idaho,16069,G1600690
Madison,Madison,Nebraska,31119,G3101190
Washington,Washington,Missouri,29221,G2902210
Delaware,Delaware,New York,36025,G3600250
Logan,Logan,Illinois,17107,G1701070
Caddo,Caddo,Oklahoma,40015,G4000150
Duplin,Duplin,North Carolina,37061,G3700610
Dickinson,Dickinson,Michigan,26043,G2600430
Montgomery,Montgomery,Kansas,20125,G2001250
Anne Arundel,Anne Arundel,Maryland,24003,G2400030
Weber,Weber,Utah,49057,G4900570
Mclean,Mclean,Illinois,17113,G1701130
Warren,Warren,Mississippi,28149,G2801490
Bibb,Bibb,Alabama,01007,G0100070
Coosa,Coosa,Alabama,01037,G0100370
Box Elder,Box Elder,Utah,49003,G4900030
Scott,Scott,Arkansas,05127,G0501270
Dona Ana,Dona Ana,New Mexico,35013,G3500130
Escambia,Escambia,Florida,12033,G1200330
Okmulgee,Okmulgee,Oklahoma,40111,G4001110
Cumberland,Cumberland,Pennsylvania,42041,G4200410
Jessamine,Jessamine,Kentucky,21113,G2101130
Olmsted,Olmsted,Minnesota,27109,G2701090
Sumter,Sumter,South Carolina,45085,G4500850
Frederick,Frederick,Virginia,51069,G5100690
Miami,Miami,Indiana,18103,G1801030
Jefferson,Jefferson,Indiana,18077,G1800770
Pope,Pope,Minnesota,27121,G2701210
Frederick,Frederick,Maryland,24021,G2400210
Sabine,Sabine,Louisiana,22085,G2200850
Franklin,Franklin,Kansas,20059,G2000590
Kewaunee,Kewaunee,Wisconsin,55061,G5500610
Liberty,Liberty,Montana,30051,G3000510
Geneva,Geneva,Alabama,01061,G0100610
Prince Edward,Prince Edward,Virginia,51147,G5101470
Daviess,Daviess,Kentucky,21059,G2100590
Union,Union,Kentucky,21225,G2102250
Wabash,Wabash,Illinois,17185,G1701850
Ascension,Ascension,Louisiana,22005,G2200050
Stearns,Stearns,Minnesota,27145,G2701450
Wayne,Wayne,Indiana,18177,G1801770
Edgecombe,Edgecombe,North Carolina,37065,G3700650
Barton,Barton,Missouri,29011,G2900110
Ross,Ross,Ohio,39141,G3901410
Kootenai,Kootenai,Idaho,16055,G1600550
Jefferson,Jefferson,West Virginia,54037,G5400370
Douglas,Douglas,Minnesota,27041,G2700410
Minnehaha,Minnehaha,South Dakota,46099,G4600990
Camden,Camden,Missouri,29029,G2900290
Texas,Texas,Missouri,29215,G2902150
Macon,Macon,North Carolina,37113,G3701130
Montgomery,Montgomery,Illinois,17135,G1701350
Coos,Coos,New Hampshire,33007,G3300070
Jay,Jay,Indiana,18075,G1800750
Richland,Richland,Montana,30083,G3000830
Nicholas,Nicholas,Kentucky,21181,G2101810
Marion,Marion,South Carolina,45067,G4500670
Wayne,Wayne,Mississippi,28153,G2801530
Warren,Warren,North Carolina,37185,G3701850
Crawford,Crawford,Missouri,29055,G2900550
Madison,Madison,Missouri,29123,G2901230
Monroe,Monroe,Iowa,19135,G1901350
Keith,Keith,Nebraska,31101,G3101010
Stevens,Stevens,Washington,53065,G5300650
Rankin,Rankin,Mississippi,28121,G2801210
Howard,Howard,Maryland,24027,G2400270
Martin,Martin,Minnesota,27091,G2700910
Tipton,Tipton,Tennessee,47167,G4701670
Craven,Craven,North Carolina,37049,G3700490
Princess Anne,Princess Anne (ext),Virginia,51151,G5101510
Surry,Surry,North Carolina,37171,G3701710
Lake,Lake,Illinois,17097,G1700970
St Lucie,St. Lucie,Florida,12111,G1201110
Southampton,Southampton,Virginia,51175,G5101750
Ector,Ector,Texas,48135,G4801350
Carter,Carter,Tennessee,47019,G4700190
St Louis,St. Louis,Minnesota,27137,G2701370
Alcorn,Alcorn,Mississippi,28003,G2800030
Crook,Crook,Oregon,41013,G4100130
Leelanau,Leelanau,Michigan,26089,G2600890
Plymouth,Plymouth,Iowa,19149,G1901490
Jo Daviess,Jo Daviess,Illinois,17085,G1700850
Whitman,Whitman,Washington,53075,G5300750
Lake,Lake,Michigan,26085,G2600850
Thomas,Thomas,Georgia,13275,G1302750
Bertie,Bertie,North Carolina,37015,G3700150
Jackson,Jackson,Alabama,01071,G0100710
Barbour,Barbour,Alabama,01005,G0100050
Coffee,Coffee,Tennessee,47031,G4700310
Chester,Chester,South Carolina,45023,G4500230
Fairfax (city),Fairfax (ic),Virginia,51600,G5100590
Union,Union,North Carolina,37179,G3701790
White,White,Illinois,17193,G1701930
Martin,Martin,Indiana,18101,G1801010
Butler,Butler,Nebraska,31023,G3100230
St Martin,St. Martin,Louisiana,22099,G2200990
Gallatin,Gallatin,Montana,30031,G3000310
Pipestone,Pipestone,Minnesota,27117,G2701170
Pipestone,Pipestone,Minnesota,27133,G2701170
Anson,Anson,North Carolina,37007,G3700070
Lyon,Lyon,Iowa,19119,G1901190
St Francois,St. Francois,Missouri,29187,G2901870
Wright,Wright,Missouri,29229,G2902290
Coos,Coos,Oregon,41011,G4100110
Jackson,Jackson,Georgia,13157,G1301570
Lauderdale,Lauderdale,Tennessee,47097,G4700970
Lamb,Lamb,Texas,48279,G4802790
Coffee,Coffee,Alabama,01031,G0100310
Powhatan,Powhatan,Virginia,51145,G5101450
Shawnee,Shawnee,Kansas,20177,G2001770
Jefferson,Jefferson,Illinois,17081,G1700810
Anderson,Anderson,South Carolina,45007,G4500070
Harrison,Harrison,Indiana,18061,G1800610
Randolph,Randolph,Arkansas,05121,G0501210
Clay,Clay,Illinois,17025,G1700250
Pickaway,Pickaway,Ohio,39129,G3901290
Polk,Polk,Tennessee,47139,G4701390
Montgomery,Montgomery,Indiana,18107,G1801070
Cecil,Cecil,Maryland,24015,G2400150
St Johns,St. Johns,Florida,12109,G1201090
Mecosta,Mecosta,Michigan,26107,G2601070
Island,Island,Washington,53029,G5300290
Haskell,Haskell,Texas,48207,G4802070
Lewis,Lewis,New York,36049,G3600490
Beaufort,Beaufort,South Carolina,45013,G4500130
Nevada,Nevada,Arkansas,05099,G0500990
Caroline,Caroline,Virginia,51033,G5100330
Buffalo,Buffalo,South Dakota,46017,G4600170
Middlesex,Middlesex,Virginia,51119,G5101190
Ward,Ward,Texas,48475,G4804750
Lee,Lee,Arkansas,05077,G0500770
Lee,Lee,Mississippi,28081,G2800810
Pleasants,Pleasants,West Virginia,54073,G5400730
Dougherty,Dougherty,Georgia,13095,G1300950
Rusk,Rusk,Texas,48401,G4804010
Appomattox,Appomattox,Virginia,51011,G5100110
Humphreys,Humphreys,Mississippi,28053,G2800530
Dewey,Dewey,Oklahoma,40043,G4000430
Ringgold,Ringgold,Iowa,19159,G1901590
Starr,Starr,Texas,48427,G4804270
Comanche,Comanche,Oklahoma,40031,G4000310
Potter,Potter,Pennsylvania,42105,G4201050
Fond Du Lac,Fond Du Lac,Wisconsin,55039,G5500390
Mendocino,Mendocino,California,06045,G0600450
Renville,Renville,Minnesota,27129,G2701290
Otero,Otero,New Mexico,35035,G3500350
Alexander,Alexander,North Carolina,37003,G3700030
Jasper,Jasper,South Carolina,45053,G4500530
Gallatin,Gallatin,Illinois,17059,G1700590
Franklin,Franklin,Texas,48159,G4801590
Knox,Knox,Kentucky,21121,G2101210
Caldwell,Caldwell,Missouri,29025,G2900250
Mills,Mills,Texas,48333,G4803330
Pendleton,Pendleton,Kentucky,21191,G2101910
Pike,Pike,Mississippi,28113,G2801130
Terry,Terry,Texas,48445,G4804450
Robertson,Robertson,Texas,48395,G4803950
Somerset,Somerset,Pennsylvania,42111,G4201110
Mercer,Mercer,Ohio,39107,G3901070
Carroll,Carroll,Tennessee,47017,G4700170
Stephens,Stephens,Texas,48429,G4804290
Brown,Brown,Nebraska,31017,G3100170
Payette,Payette,Idaho,16075,G1600750
Hamilton,Hamilton,Florida,12047,G1200470
Tillman,Tillman,Oklahoma,40141,G4001410
Lowndes,Lowndes,Mississippi,28087,G2800870
Monroe,Monroe,Florida,12087,G1200870
Saluda,Saluda,South Carolina,45081,G4500810
Isle Of Wight,Isle Of Wight,Virginia,51093,G5100930
Lawrence,Lawrence,Illinois,17101,G1701010
Cumberland,Cumberland,North Carolina,37051,G3700510
Garrard,Garrard,Kentucky,21079,G2100790
Leavenworth,Leavenworth,Kansas,20103,G2001030
Grady,Grady,Oklahoma,40051,G4000510
Escambia,Escambia,Alabama,01053,G0100530
Travis,Travis,Texas,48453,G4804530
Hidalgo,Hidalgo,Texas,48215,G4802150
Box Butte,Box Butte,Nebraska,31013,G3100130
Jones,Jones,Mississippi,28067,G2800670
Fayette,Fayette,Illinois,17051,G1700510
Big Stone,Big Stone,Minnesota,27011,G2700110
Cheshire,Cheshire,New Hampshire,33005,G3300050
Sublette,Sublette,Wyoming,56035,G5600350
Menard,Menard,Illinois,17129,G1701290
Calumet,Calumet,Wisconsin,55015,G5500150
Costilla,Costilla,Colorado,08023,G0800230
Hickman,Hickman,Tennessee,47081,G4700810
Colfax,Colfax,New Mexico,35007,G3500070
Isabella,Isabella,Michigan,26073,G2600730
Lincoln,Lincoln,Minnesota,27081,G2700810
Sioux,Sioux,North Dakota,38085,G3800850
Pulaski,Pulaski,Kentucky,21199,G2101990
Martin,Martin,North Carolina,37117,G3701170
Simpson,Simpson,Kentucky,21213,G2102130
Pickens,Pickens,Georgia,13227,G1302270
Johnston,Johnston,North Carolina,37101,G3701010
Butts,Butts,Georgia,13035,G1300350
Lee,Lee,Illinois,17103,G1701030
Warren,Warren,Ohio,39165,G3901650
Fergus,Fergus,Montana,30027,G3000270
Allendale,Allendale,South Carolina,45005,G4500050
Harrison,Harrison,Ohio,39067,G3900670
Cedar,Cedar,Nebraska,31027,G3100270
Nowata,Nowata,Oklahoma,40105,G4001050
Sanilac,Sanilac,Michigan,26151,G2601510
Calloway,Calloway,Kentucky,21035,G2100350
Hertford,Hertford,North Carolina,37091,G3700910
Marion,Marion,Kentucky,21155,G2101550
Putnam,Putnam,West Virginia,54079,G5400790
Thurston,Thurston,Washington,53067,G5300670
Lynchburg (city),Lynchburg (ic),Virginia,51680,G5106800
Hall,Hall,Nebraska,31079,G3100790
Josephine,Josephine,Oregon,41033,G4100330
Franklin,Franklin,Alabama,01059,G0100590
Sibley,Sibley,Minnesota,27143,G2701430
Lewis And Clark,Lewis And Clark,Montana,30049,G3000490
Wood,Wood,Ohio,39173,G3901730
Pike,Pike,Missouri,29163,G2901630
Adams,Adams,Ohio,39001,G3900010
Bonneville,Bonneville,Idaho,16019,G1600190
Monroe,Monroe,Indiana,18105,G1801050
Sandusky,Sandusky,Ohio,39143,G3901430
Marshall,Marshall,West Virginia,54051,G5400510
Morgan,Morgan,Missouri,29141,G2901410
Page,Page,Virginia,51139,G5101390
Monroe,Monroe,Tennessee,47123,G4701230
Wichita,Wichita,Texas,48485,G4804850
Charlotte,Charlotte,Florida,12015,G1200150
Comanche,Comanche,Kansas,20033,G2000330
Navajo,Navajo,Arizona,04017,G0400170
Spotsylvania,Spotsylvania,Virginia,51177,G5101770
Franklin,Franklin,Kentucky,21073,G2100730
Jefferson Davis,Jefferson Davis,Mississippi,28065,G2800650
Bartholomew,Bartholomew,Indiana,18005,G1800050
Greenbrier,Greenbrier,West Virginia,54025,G5400250
Towns,Towns,Georgia,13281,G1302810
Marion,Marion,Mississippi,28091,G2800910
Gillespie,Gillespie,Texas,48171,G4801710
Placer,Placer,California,06061,G0600610
Greer,Greer,Oklahoma,40055,G4000550
Clark,Clark,Illinois,17023,G1700230
Brown,Brown,Kansas,20013,G2000130
Madison,Madison,Texas,48313,G4803130
Linn,Linn,Missouri,29115,G2901150
Kenosha,Kenosha,Wisconsin,55059,G5500590
Lawrence,Lawrence,Tennessee,47099,G4700990
Osage,Osage,Kansas,20139,G2001390
Barren,Barren,Kentucky,21009,G2100090
Pontotoc,Pontotoc,Oklahoma,40123,G4001230
Labette,Labette,Kansas,20099,G2000990
Kerr,Kerr,Texas,48265,G4802650
Scotland,Scotland,North Carolina,37165,G3701650
Fauquier,Fauquier,Virginia,51061,G5100610
Schoharie,Schoharie,New York,36095,G3600950
Fulton,Fulton,Arkansas,05049,G0500490
Gulf,Gulf,Florida,12045,G1200450
Rock,Rock,Nebraska,31149,G3101490
Garfield,Garfield,Oklahoma,40047,G4000470
Howard,Howard,Nebraska,31093,G3100930
Wilkes,Wilkes,North Carolina,37193,G3701930
Jeff Davis,Jeff Davis,Georgia,13161,G1301610
Johnson,Johnson,Indiana,18081,G1800810
Panola,Panola,Texas,48365,G4803650
Atlantic,Atlantic,New Jersey,34001,G3400010
Perkins,Perkins,South Dakota,46105,G4601050
Santa Cruz,Santa Cruz,Arizona,04023,G0400230
Dinwiddie,Dinwiddie,Virginia,51053,G5100530
Davidson,Davidson,North Carolina,37057,G3700570
Davidson,Davidson,North Carolina,47037,G3700570
Haywood,Haywood,North Carolina,37087,G3700870
Yazoo,Yazoo,Mississippi,28163,G2801630
St Clair,St. Clair,Missouri,29185,G2901850
Lea,Lea,New Mexico,35025,G3500250
Anderson,Anderson,Kansas,20003,G2000030
Randolph,Randolph,Alabama,01111,G0101110
Newberry,Newberry,South Carolina,45071,G4500710
Accomack,Accomack,Virginia,51001,G5100010
Union,Union,Illinois,17181,G1701810
Columbia,Columbia,Florida,12023,G1200230
Johnson,Johnson,Iowa,19103,G1901030
Unicoi,Unicoi,Tennessee,47171,G4701710
Menard,Menard,Texas,48327,G4803270
Blount,Blount,Alabama,01009,G0100090
Hutchinson,Hutchinson,Texas,48233,G4802330
Union,Union,Iowa,19175,G1901750
Whitfield,Whitfield,Georgia,13313,G1303130
Barrow,Barrow,Georgia,13013,G1300130
Knox,Knox,Ohio,39083,G3900830
Menifee,Menifee,Kentucky,21165,G2101650
Ellsworth,Ellsworth,Kansas,20053,G2000530
Franklin,Franklin,Vermont,50011,G5000110
Jackson,Jackson,Ohio,39079,G3900790
Delaware,Delaware,Iowa,19055,G1900550
Greene,Greene,Tennessee,47059,G4700590
Mineral,Mineral,Nevada,32021,G3200210
Webster,Webster,Louisiana,22119,G2201190
Washington,Washington,Illinois,17189,G1701890
Haywood,Haywood,Tennessee,47075,G4700750
Bienville,Bienville,Louisiana,22013,G2200130
Crawford,Crawford,Michigan,26039,G2600390
Pope,Pope,Illinois,17151,G1701510
Shasta,Shasta,California,06089,G0600890
Victoria,Victoria,Texas,48469,G4804690
Crawford,Crawford,Iowa,19047,G1900470
Wise,Wise,Texas,48497,G4804970
Hampshire,Hampshire,West Virginia,54027,G5400270
Red Willow,Red Willow,Nebraska,31145,G3101450
Red Lake,Red Lake,Minnesota,27125,G2701250
Citrus,Citrus,Florida,12017,G1200170
Bannock,Bannock,Idaho,16005,G1600050
Isanti,Isanti,Minnesota,27059,G2700590
Woodbury,Woodbury,Iowa,19193,G1901930
Champaign,Champaign,Illinois,17019,G1700190
Cocke,Cocke,Tennessee,47029,G4700290
Trousdale,Trousdale,Tennessee,47169,G4701690
Clarke,Clarke,Georgia,13059,G1300590
Story,Story,Iowa,19169,G1901690
Harrison,Harrison,Mississippi,28047,G2800470
Scott,Scott,Mississippi,28123,G2801230
Pamlico,Pamlico,North Carolina,37137,G3701370
Pocahontas,Pocahontas,West Virginia,54075,G5400750
Piscataquis,Piscataquis,Maine,23021,G2300210
Dixon,Dixon,Nebraska,31051,G3100510
Rockingham,Rockingham,Virginia,51165,G5101650
Plaquemines,Plaquemines,Louisiana,22075,G2200750
Halifax,Halifax,Virginia,51083,G5100830
Yuma,Yuma,Arizona,04027,G0400270
Seneca,Seneca,New York,36099,G3600990
Pondera,Pondera,Montana,30073,G3000730
Christian,Christian,Kentucky,21047,G2100470
Saline,Saline,Kansas,20169,G2001690
Cabarrus,Cabarrus,North Carolina,37025,G3700250
Harrison,Harrison,Iowa,19085,G1900850
Jones,Jones,Iowa,19105,G1901050
Panola,Panola,Mississippi,28107,G2801070
Carroll,Carroll,Kentucky,21041,G2100410
Madison,Madison,Kentucky,21151,G2101510
Woodruff,Woodruff,Arkansas,05147,G0501470
Camden,Camden,Georgia,13039,G1300390
Pawnee,Pawnee,Oklahoma,40117,G4001170
Rockingham,Rockingham,North Carolina,37157,G3701570
Allen,Allen,Kentucky,21003,G2100030
Union,Union,Florida,12125,G1201250
Atkinson,Atkinson,Georgia,13003,G1300030
Wayne,Wayne,Georgia,13305,G1303050
Nottoway,Nottoway,Virginia,51135,G5101350
Lowndes,Lowndes,Georgia,13185,G1301850
Williamson,Williamson,Tennessee,47187,G4701870
Washington,Washington,Mississippi,28151,G2801510
Fulton,Fulton,Ohio,39051,G3900510
Warren,Warren,Tennessee,47177,G4701770
Cortland,Cortland,New York,36023,G3600230
Early,Early,Georgia,13099,G1300990
Garvin,Garvin,Oklahoma,40049,G4000490
Crisp,Crisp,Georgia,13081,G1300810
Gates,Gates,North Carolina,37073,G3700730
Yavapai,Yavapai,Arizona,04025,G0400250
Guadalupe,Guadalupe,Texas,48187,G4801870
Mccracken,Mccracken,Kentucky,21145,G2101450
Floyd,Floyd,Texas,48153,G4801530
Jefferson,Jefferson,Georgia,13163,G1301630
New Madrid,New Madrid,Missouri,29143,G2901430
Marion,Marion,Florida,12083,G1200830
Dale,Dale,Alabama,01045,G0100450
Seminole,Seminole,Oklahoma,40133,G4001330
Robertson,Robertson,Tennessee,47147,G4701470
Nelson,Nelson,Kentucky,21179,G2101790
Washington,Washington,Kentucky,21229,G2102290
Saunders,Saunders,Nebraska,31155,G3101550
Knott,Knott,Kentucky,21119,G2101190
Kiowa,Kiowa,Oklahoma,40075,G4000750
Calcasieu,Calcasieu,Louisiana,22019,G2200190
Baraga,Baraga,Michigan,26013,G2600130
Mellette,Mellette,South Dakota,46095,G4600950
Coconino,Coconino,Arizona,04005,G0400050
Bartow,Bartow,Georgia,13015,G1300150
St Charles,St. Charles,Louisiana,22089,G2200890
Cleburne,Cleburne,Alabama,01029,G0100290
Bullock,Bulloch,Georgia,13031,G1300310
Nacogdoches,Nacogdoches,Texas,48347,G4803470
Decatur,Decatur,Kansas,20039,G2000390
Bath,Bath,Kentucky,21011,G2100110
Parke,Parke,Indiana,18121,G1801210
Butler,Butler,Missouri,29023,G2900230
Louisa,Louisa,Iowa,19115,G1901150
Montgomery,Montgomery,North Carolina,37123,G3701230
Val Verde,Val Verde,Texas,48465,G4804650
Christian,Christian,Missouri,29043,G2900430
St Tammany,St. Tammany,Louisiana,22103,G2201030
Adams,Adams,Mississippi,28001,G2800010
Sierra,Sierra,New Mexico,35051,G3500510
Valencia,Valencia,New Mexico,35061,G3500610
Colquitt,Colquitt,Georgia,13071,G1300710
Oconto,Oconto,Wisconsin,55083,G5500830
Knox,Knox,Illinois,17095,G1700950
Carbon,Carbon,Montana,30009,G3000090
Seminole,Seminole,Georgia,13253,G1302530
Hamilton,Hamilton,Indiana,18057,G1800570
Cass,Cass,Texas,48067,G4800670
Henry,Henry,Kentucky,21103,G2101030
Medina,Medina,Texas,48325,G4803250
Polk,Polk,Missouri,29167,G2901670
Alleghany,Alleghany,North Carolina,37005,G3700050
Vernon,Vernon,Missouri,29217,G2902170
Emery,Emery,Utah,49015,G4900150
Sevier,Sevier,Utah,49041,G4900410
Rice,Rice,Minnesota,27131,G2701310
Mcpherson,Mcpherson,South Dakota,46089,G4600890
Charles City,Charles City,Virginia,51036,G5100360
Wasatch,Wasatch,Utah,49051,G4900510
Meeker,Meeker,Minnesota,27093,G2700930
Williamsburg,Williamsburg,South Carolina,45089,G4500890
Deschutes,Deschutes,Oregon,41017,G4100170
Mecklenburg,Mecklenburg,North Carolina,37119,G3701190
Bureau,Bureau,Illinois,17011,G1700110
Vermilion,Vermilion,Illinois,17183,G1701830
Whiteside,Whiteside,Illinois,17195,G1701950
Scott,Scott,Indiana,18143,G1801430
Fremont,Fremont,Iowa,19071,G1900710
Putnam,Putnam,New York,36079,G3600790
Washington,Washington,Indiana,18175,G1801750
Broadwater,Broadwater,Montana,30007,G3000070
Catoosa,Catoosa,Georgia,13047,G1300470
Floyd,Floyd,Georgia,13115,G1301150
Douglas,Douglas,Wisconsin,55031,G5500310
Claiborne,Claiborne,Mississippi,28021,G2800210
Vernon,Vernon,Louisiana,22115,G2201150
Sweetwater,Sweetwater,Wyoming,56037,G5600370
Bandera,Bandera,Texas,48019,G4800190
Washington,Washington,Maine,23029,G2300290
Hill,Hill,Texas,48217,G4802170
Chicot,Chicot,Arkansas,05017,G0500170
Albany,Albany,Wyoming,56001,G5600010
Walton,Walton,Georgia,13297,G1302970
Lincoln,Lincoln,South Dakota,46083,G4600830
Phillips,Phillips,Colorado,08095,G0800950
Lewis,Lewis,West Virginia,54041,G5400410
Perry,Perry,Indiana,18123,G1801230
Grayson,Grayson,Kentucky,21085,G2100850
Morgan,Morgan,Kentucky,21175,G2101750
Cheyenne,Cheyenne,Nebraska,31033,G3100330
Hardin,Hardin,Texas,48199,G4801990
Chambers,Chambers,Texas,48071,G4800710
Crawford,Crawford,Indiana,18025,G1800250
Fredericksburg (city),Fredericksburg (ic),Virginia,51630,G5106300
Clearwater,Clearwater,Idaho,16035,G1600350
Manistee,Manistee,Michigan,26101,G2601010
Pembina,Pembina,North Dakota,38067,G3800670
Warren,Warren,Virginia,51187,G5101870
Lyman,Lyman,South Dakota,46085,G4600850
Taylor,Taylor,Kentucky,21217,G2102170
Pender,Pender,North Carolina,37141,G3701410
Union,Union,Pennsylvania,42119,G4201190
Tift,Tift,Georgia,13277,G1302770
Madison,Madison,Ohio,39097,G3900970
Sharp,Sharp,Arkansas,05135,G0501350
Eastland,Eastland,Texas,48133,G4801330
Mitchell,Mitchell,Georgia,13205,G1302050
Polk,Polk,North Carolina,37149,G3701490
Pine,Pine,Minnesota,27115,G2701150
Lexington,Lexington,South Carolina,45063,G4500630
Crawford,Crawford,Arkansas,05033,G0500330
Nantucket,Nantucket,Massachusetts,25019,G2500190
Casey,Casey,Kentucky,21045,G2100450
Limestone,Limestone,Alabama,01083,G0100830
Webster,Webster,Iowa,19187,G1901870
Mayes,Mayes,Oklahoma,40097,G4000970
Dallam,Dallam,Texas,48111,G4801110
Banks,Banks,Georgia,13011,G1300110
Ravalli,Ravalli,Montana,30081,G3000810
Sullivan,Sullivan,New York,36105,G3601050
Scotland,Scotland,Missouri,29199,G2901990
Inyo,Inyo,California,06027,G0600270
Tate,Tate,Mississippi,28137,G2801370
Seward,Seward,Kansas,20175,G2001750
Washington,Washington,Louisiana,22117,G2201170
Haralson,Haralson,Georgia,13143,G1301430
Luna,Luna,New Mexico,35029,G3500290
Madera,Madera,California,06039,G0600390
Richmond (city),Richmond (ic),Virginia,51760,G5107600
Hale,Hale,Alabama,01065,G0100650
Jasper,Jasper,Texas,48241,G4802410
Tattnall,Tattnall,Georgia,13267,G1302670
Roane,Roane,Tennessee,47145,G4701450
New Hanover,New Hanover,North Carolina,37129,G3701290
Adams,Adams,Wisconsin,55001,G5500010
Brookings,Brookings,South Dakota,46011,G4600110
Warren,Warren,New Jersey,34041,G3400410
Howell,Howell,Missouri,29091,G2900910
Emanuel,Emanuel,Georgia,13107,G1301070
Crow Wing,Crow Wing,Minnesota,27035,G2700350
Ward,Ward,North Dakota,38101,G3801010
Dearborn,Dearborn,Indiana,18029,G1800290
Giles,Giles,Virginia,51071,G5100710
White,White,Arkansas,05145,G0501450
Hancock,Hancock,Indiana,18059,G1800590
Brunswick,Brunswick,North Carolina,37019,G3700190
Fluvanna,Fluvanna,Virginia,51065,G5100650
Logan,Logan,Oklahoma,40083,G4000830
Essex,Essex,New York,36031,G3600310
Greeley,Greeley,Nebraska,31077,G3100770
Coles,Coles,Illinois,17029,G1700290
Russell,Russell,Kentucky,21207,G2102070
Boyle,Boyle,Kentucky,21021,G2100210
Jefferson,Jefferson,Pennsylvania,42065,G4200650
Washington,Washington,Minnesota,27163,G2701630
Clallam,Clallam,Washington,53009,G5300090
Jim Wells,Jim Wells,Texas,48249,G4802490
Wilbarger,Wilbarger,Texas,48487,G4804870
Otoe,Otoe,Nebraska,31131,G3101310
E Carrol,East Carroll,Louisiana,22035,G2200350
Sussex,Sussex,Delaware,10005,G1000050
Lenawee,Lenawee,Michigan,26091,G2600910
Barton,Barton,Kansas,20009,G2000090
Clinton,Clinton,Ohio,39027,G3900270
Barbour,Barbour,West Virginia,54001,G5400010
Adams,Adams,Iowa,19003,G1900030
Calhoun,Calhoun,West Virginia,54013,G5400130
Decatur,Decatur,Georgia,13087,G1300870
Weakley,Weakley,Tennessee,47183,G4701830
Talbot,Talbot,Maryland,24041,G2400410
Highland,Highland,Virginia,51091,G5100910
Powell,Powell,Montana,30077,G3000770
Greene,Greene,Arkansas,05055,G0500550
Breckinridge,Breckinridge,Kentucky,21027,G2100270
Baxter,Baxter,Arkansas,05005,G0500050
Chowan,Chowan,North Carolina,37041,G3700410
Blaine,Blaine,Oklahoma,40011,G4000110
Live Oak,Live Oak,Texas,48297,G4802970
Linn,Linn,Oregon,41043,G4100430
Deer Lodge,Deer Lodge,Montana,30023,G3000230
Scott,Scott,Tennessee,47151,G4701510
Young,Young,Texas,48503,G4805030
Chippewa,Chippewa,Wisconsin,55017,G5500170
Bowie,Bowie,Texas,48037,G4800370
Broward,Broward,Florida,12011,G1200110
Churchill,Churchill,Nevada,32001,G3200010
Bath,Bath,Virginia,51017,G5100170
Dickinson,Dickinson,Kansas,20041,G2000410
Bladen,Bladen,North Carolina,37017,G3700170
Alger,Alger,Michigan,26003,G2600030
Tallapoosa,Tallapoosa,Alabama,01123,G0101230
Columbia,Columbia,Arkansas,05027,G0500270
Centre,Centre,Pennsylvania,42027,G4200270
Jackson,Jackson,Oregon,41029,G4100290
Carroll,Carroll,Iowa,19027,G1900270
Delta,Delta,Texas,48119,G4801190
Dickenson,Dickenson,Virginia,51051,G5100510
Colbert,Colbert,Alabama,01033,G0100330
Sumner,Sumner,Tennessee,47165,G4701650
Garfield,Garfield,Colorado,08045,G0800450
Carbon,Carbon,Wyoming,56007,G5600070
Bamberg,Bamberg,South Carolina,45009,G4500090
Callahan,Callahan,Texas,48059,G4800590
Mcnairy,Mcnairy,Tennessee,47109,G4701090
Mason,Mason,Washington,53045,G5300450
Cedar,Cedar,Missouri,29039,G2900390
Schuyler,Schuyler,Illinois,17169,G1701690
Jasper,Jasper,Indiana,18073,G1800730
Grant,Grant,Indiana,18053,G1800530
Brown,Brown,South Dakota,46013,G4600130
Jennings,Jennings,Indiana,18079,G1800790
Nevada,Nevada,California,06057,G0600570
Brown,Brown,Indiana,18013,G1800130
Stoddard,Stoddard,Missouri,29207,G2902070
Sullivan,Sullivan,Indiana,18153,G1801530
Henry,Henry,Virginia,51089,G5100890
Carson,Carson,Texas,48065,G4800650
Clinton,Clinton,Kentucky,21053,G2100530
Dallas,Dallas,Alabama,01047,G0100470
