county,state,number,pop1940,per_100,diff
Shelby,Kentucky,37,17759,208.3450645,0.892442074
Simpson,Kentucky,19,11752,161.6746086,0.692530075
Spencer,Kentucky,15,6757,221.9920083,0.950898496
Taylor,Kentucky,29,13556,213.9274122,0.916353954
Todd,Kentucky,18,14234,126.4577772,0.541679455
Trigg,Kentucky,19,12784,148.6232791,0.636624956
Trimble,Kentucky,11,5601,196.3935012,0.841247783
Union,Kentucky,38,17411,218.2528287,0.934881792
Warren,Kentucky,84,36631,229.313969,0.982261974
Washington,Kentucky,28,12965,215.9660625,0.925086473
Wayne,Kentucky,40,17204,232.5040688,0.995926705
Webster,Kentucky,34,19198,177.1017814,0.758612073
Whitley,Kentucky,102,33186,307.3585247,1.316564326
Wolfe,Kentucky,21,9997,210.0630189,0.899800899
Woodford,Kentucky,30,11847,253.2286655,1.084700116
State At Large,Kentucky,23,NA,NA,NA
Acadia,Louisiana,86,46260,185.9057501,0.796323703
Allen,Louisiana,31,17540,176.7388826,0.757057602
Ascension,Louisiana,31,21215,146.1230262,0.625915171
Assumption,Louisiana,23,18541,124.049404,0.531363235
Avoyelles,Louisiana,74,39256,188.5062156,0.807462747
Beauregard,Louisiana,27,14847,181.8549202,0.778972051
Bienville,Louisiana,36,23933,150.4199223,0.644320842
Bossier,Louisiana,29,33162,87.44949038,0.374588209
Caddo,Louisiana,320,150203,213.0450124,0.912574211
Calcasieu,Louisiana,135,56506,238.9126818,1.023377875
Caldwell,Louisiana,22,12046,182.6332392,0.782305966
Cameron,Louisiana,17,7203,236.0127725,1.010956169
Catahoula,Louisiana,30,14618,205.2264332,0.879083477
Claiborne,Louisiana,54,29855,180.8742254,0.774771264
Concordia,Louisiana,12,14562,82.40626288,0.352985641
Desoto,Louisiana,44,31803,138.3517278,0.592626964
East Baton Rouge,Louisiana,150,88415,169.6544704,0.726711659
East Carroll,Louisiana,18,19023,94.62229932,0.405312798
East Feliciana,Louisiana,11,18039,60.97898997,0.26120233
Evangeline,Louisiana,34,30497,111.4863757,0.477549745
Franklin,Louisiana,50,32382,154.4067692,0.661398425
Grant,Louisiana,35,15933,219.6698676,0.940951651
Iberia,Louisiana,32,37183,86.06083425,0.368639927
Iberville,Louisiana,38,27721,137.0801919,0.587180364
Jackson,Louisiana,48,17807,269.5569158,1.154641862
Jefferson,Louisiana,89,50427,176.4927519,0.756003306
Jefferson Davis,Louisiana,44,24191,181.8858253,0.779104433
Lafayette,Louisiana,81,43941,184.3380897,0.78960866
Lafourche,Louisiana,57,38615,147.611032,0.632289015
La Salle,Louisiana,29,10959,264.6226846,1.133506177
Lincoln,Louisiana,41,24790,165.3892699,0.708441755
Livingston,Louisiana,32,17790,179.876335,0.77049682
Madison,Louisiana,18,18443,97.59800466,0.418059175
Morehouse,Louisiana,40,27571,145.0799753,0.621447283
Natchitoches,Louisiana,71,40997,173.1834037,0.741827777
Orleans,Louisiana,773,494537,156.3078192,0.669541536
Ouachita,Louisiana,114,59168,192.6717144,0.825305581
Plaquemines,Louisiana,14,12318,113.6548141,0.486838209
Pointe Coupee,Louisiana,30,24004,124.9791701,0.53534587
Rapides,Louisiana,146,73370,198.9914134,0.85237589
Red River,Louisiana,34,15881,214.0923116,0.917060297
Richland,Louisiana,52,28829,180.373929,0.772628254
Sabine,Louisiana,68,23586,288.3066226,1.23495587
St Bernard,Louisiana,11,7280,151.0989011,0.647229235
St Charles,Louisiana,16,12321,129.8595893,0.556251052
St Helena,Louisiana,4,9542,41.91993293,0.179563226
St James,Louisiana,27,16596,162.6898048,0.696878648
St John The Baptist,Louisiana,23,14766,155.7632399,0.667208841
St Landry,Louisiana,81,71481,113.3168255,0.485390441
St Martin,Louisiana,32,26394,121.2396757,0.519327818
St Mary,Louisiana,59,31458,187.5516562,0.80337391
St Tammany,Louisiana,37,23624,156.620386,0.67088041
Tangipahoa,Louisiana,78,45519,171.3570158,0.734004479
Tensas,Louisiana,14,15940,87.8293601,0.376215374
Terrebonne,Louisiana,64,35880,178.3723523,0.764054538
Union,Louisiana,30,20943,143.2459533,0.613591284
Vermilion,Louisiana,82,37750,217.218543,0.930451449
Vernon,Louisiana,45,19142,235.0851531,1.006982729
Washington,Louisiana,62,34443,180.0075487,0.771058871
Webster,Louisiana,44,33676,130.6568476,0.559666092
West Baton Rouge,Louisiana,9,11263,79.90766226,0.342282934
West Carroll,Louisiana,50,19252,259.7132765,1.112476822
West Feliciana,Louisiana,11,11720,93.85665529,0.402033177
Winn,Louisiana,24,16923,141.8188264,0.607478214
State At Large,Louisiana,41,NA,NA,NA
Barnstable,Massachusetts,58,37295,155.5168253,0.666153329
Berkshire,Massachusetts,323,122273,264.1629796,1.13153704
Bristol,Massachusetts,870,364637,238.5934505,1.022010454
Dukes,Massachusetts,21,5669,370.4357029,1.586754205
Essex,Massachusetts,1081,496313,217.8061022,0.932968247
Franklin,Massachusetts,144,49453,291.1855701,1.247287786
Hampden,Massachusetts,819,332107,246.6072681,1.056337487
Hampshire,Massachusetts,200,72461,276.0105436,1.182285852
Middlesex,Massachusetts,2246,971390,231.215063,0.990405273
Nantucket,Massachusetts,8,3401,235.2249338,1.007581478
Norfolk,Massachusetts,688,325180,211.5751276,0.906277988
Plymouth,Massachusetts,356,168824,210.8704923,0.903259696
Suffolk,Massachusetts,1856,863248,215.0019461,0.920956699
Worcester,Massachusetts,1282,504470,254.1280948,1.088552804
State At Large,Massachusetts,81,NA,NA,NA
Allegany,Maryland,282,86973,324.2385568,1.388869619
Anne Arundel,Maryland,146,68375,213.5283364,0.91464452
Baltimore,Maryland,367,155825,235.5206161,1.008848027
Baltimore (city),Maryland,2031,859100,236.4101967,1.012658528
Calvert,Maryland,20,10484,190.7668829,0.817146272
Caroline,Maryland,29,17549,165.2515813,0.707851968
Carroll,Maryland,88,39054,225.3290316,0.965192571
Cecil,Maryland,63,26407,238.5731056,1.021923307
Charles,Maryland,38,17612,215.7619805,0.924212291
Dorchester,Maryland,61,28006,217.8104692,0.932986953
Frederick,Maryland,141,57312,246.0217755,1.053829541
Garrett,Maryland,52,21981,236.567945,1.01333424
Harford,Maryland,109,35060,310.8956075,1.331715352
Howard,Maryland,43,17175,250.363901,1.072428952
Kent,Maryland,29,13465,215.3731898,0.922546914
Montgomery,Maryland,189,83912,225.2359615,0.964793907
Prince Georges,Maryland,212,89490,236.8979774,1.014747928
Queen Annes,Maryland,27,14476,186.515612,0.798936035
Somerset,Maryland,51,20965,243.2625805,1.042010582
St Marys,Maryland,33,14626,225.6255982,0.966462908
Talbot,Maryland,29,18784,154.3867121,0.66131251
Washington,Maryland,174,68838,252.7673669,1.082724152
Wicomico,Maryland,69,34530,199.8262381,0.855951845
Worcester,Maryland,40,21245,188.2795952,0.806492023
State At Large,Maryland,52,NA,NA,NA
Androscoggin,Maine,203,76679,264.7400201,1.134008781
Aroostook,Maine,223,94436,236.1387606,1.011495837
Cumberland,Maine,389,146000,266.4383562,1.141283571
Franklin,Maine,56,19896,281.4636108,1.20564396
Hancock,Maine,67,32422,206.6498057,0.885180466
Kennebec,Maine,209,77231,270.6167213,1.159181518
Knox,Maine,63,27191,231.6943106,0.992458121
Lincoln,Maine,34,16294,208.6657665,0.893815796
Oxford,Maine,127,42662,297.6888097,1.275144288
Penobscot,Maine,238,97104,245.0980392,1.049872734
Piscataquis,Maine,57,18467,308.6586885,1.322133552
Sagadahoc,Maine,38,19123,198.713591,0.851185843
Somerset,Maine,93,38245,243.1690417,1.041609911
Waldo,Maine,53,21159,250.4844274,1.072945225
Washington,Maine,76,37767,201.2338814,0.861981459
York,Maine,206,82550,249.5457299,1.068924332
State At Large,Maine,24,NA,NA,NA
Alcona,Michigan,16,5463,292.8793703,1.254543147
Alger,Michigan,29,10167,285.2365496,1.221805271
Allegan,Michigan,87,41839,207.9399603,0.890706819
Alpena,Michigan,46,20766,221.5159395,0.948859264
Antrim,Michigan,33,10964,300.985042,1.289263635
Arenac,Michigan,24,9233,259.9371818,1.113435916
Baraga,Michigan,24,9356,256.5198803,1.098797971
Barry,Michigan,46,22613,203.4228099,0.871357692
Bay,Michigan,182,74981,242.7281578,1.039721393
Benzie,Michigan,16,7800,205.1282051,0.878662719
Berrien,Michigan,237,89117,265.942525,1.139159688
Branch,Michigan,51,25845,197.330238,0.845260277
Calhoun,Michigan,207,94206,219.7312273,0.941214484
Cass,Michigan,36,21910,164.3085349,0.703812447
Charlevoix,Michigan,33,13031,253.2422684,1.084758384
Cheboygan,Michigan,43,13644,315.1568455,1.349968283
Chippewa,Michigan,72,27807,258.9276082,1.109111427
Clare,Michigan,26,9163,283.7498636,1.21543708
Clinton,Michigan,46,26671,172.4719733,0.738780379
Crawford,Michigan,11,3765,292.1646746,1.251481762
Delta,Michigan,106,34037,311.4258013,1.333986427
Dickinson,Michigan,88,28731,306.2893738,1.311984639
Eaton,Michigan,64,34124,187.5512836,0.803372314
Emmet,Michigan,33,15791,208.9797986,0.895160946
Genesee,Michigan,498,227944,218.4747131,0.935832229
Gladwin,Michigan,27,9385,287.6931273,1.232327975
Gogebic,Michigan,127,31797,399.4087493,1.710859691
Grand Traverse,Michigan,46,23390,196.6652416,0.842411778
Gratiot,Michigan,51,32205,158.360503,0.678334167
Hillsdale,Michigan,55,29092,189.0554104,0.809815212
Houghton,Michigan,130,47631,272.9314942,1.169096803
Huron,Michigan,77,32584,236.3123005,1.012239192
Ingham,Michigan,322,130616,246.5241624,1.055981506
Ionia,Michigan,91,35710,254.8305797,1.091561884
Iosco,Michigan,16,8560,186.9158879,0.800650609
Iron,Michigan,82,20243,405.0782987,1.735145097
Isabella,Michigan,52,25982,200.1385575,0.85728966
Jackson,Michigan,186,93108,199.7680113,0.855702432
Kalamazoo,Michigan,246,100085,245.7910776,1.052841351
Kalkaska,Michigan,15,5159,290.7540221,1.245439259
Kent,Michigan,583,246338,236.6666937,1.013757228
Keweenaw,Michigan,11,4004,274.7252747,1.176780428
Lake,Michigan,9,4798,187.5781576,0.803487428
Lapeer,Michigan,65,32116,202.3913314,0.866939373
Leelanau,Michigan,11,8436,130.3935514,0.558538268
Lenawee,Michigan,133,53110,250.423649,1.072684882
Livingston,Michigan,46,20863,220.4860279,0.944447658
Luce,Michigan,11,7423,148.1880641,0.634760721
Mackinac,Michigan,20,9438,211.9093028,0.907709421
Macomb,Michigan,252,107638,234.1180624,1.002840215
Manistee,Michigan,48,18450,260.1626016,1.114401498
Marquette,Michigan,107,47144,226.9641948,0.972196761
Mason,Michigan,56,19378,288.9875116,1.237872445
Mecosta,Michigan,44,16902,260.324222,1.115093795
Menominee,Michigan,61,24883,245.1472893,1.050083696
Midland,Michigan,64,27094,236.2146601,1.011820951
Missaukee,Michigan,19,8034,236.4948967,1.013021339
Monroe,Michigan,131,58620,223.4732173,0.957243226
Montcalm,Michigan,56,28581,195.934362,0.839281069
Montmorency,Michigan,10,3840,260.4166667,1.11548978
Muskegon,Michigan,274,94501,289.9440218,1.241969638
Newaygo,Michigan,44,19286,228.1447682,0.977253724
Oakland,Michigan,600,254068,236.1572492,1.011575033
Oceana,Michigan,37,14812,249.7974615,1.070002619
Ogemaw,Michigan,15,8720,172.0183486,0.736837286
Ontonagon,Michigan,39,11359,343.3400828,1.470690637
Osceola,Michigan,32,13309,240.4388008,1.029914976
Oscoda,Michigan,6,2543,235.941801,1.010652164
Otsego,Michigan,11,5827,188.7763858,0.808620016
Ottawa,Michigan,166,59660,278.2433791,1.19185016
Presque Isle,Michigan,32,12250,261.2244898,1.118950075
Roscommon,Michigan,13,3668,354.4165758,1.518136582
Saginaw,Michigan,317,130468,242.9714566,1.040763559
Sanilac,Michigan,39,30114,129.5078701,0.554744469
Schoolcraft,Michigan,34,9524,356.9928601,1.529172047
Shiawassee,Michigan,81,41207,196.5685442,0.841997576
St Clair,Michigan,195,76222,255.8316497,1.095849948
St Joseph,Michigan,60,31749,188.9823302,0.809502175
Tuscola,Michigan,62,35694,173.6986608,0.744034871
Van Buren,Michigan,85,35111,242.0893737,1.036985174
Washtenaw,Michigan,201,80810,248.7315926,1.065436991
Wayne,Michigan,5104,2015623,253.2219567,1.084671379
Wexford,Michigan,48,17976,267.0226969,1.143786584
State At Large,Michigan,76,NA,NA,NA
Aitkin,Minnesota,50,17865,279.8768542,1.198847119
Anoka,Minnesota,32,22443,142.5834336,0.610753394
Becker,Minnesota,61,26562,229.6513817,0.983707274
Beltrami,Minnesota,81,26107,310.2616157,1.32899966
Benton,Minnesota,47,16106,291.8167143,1.24999128
Big St.one,Minnesota,38,10447,363.7407868,1.558076661
Blue Earth,Minnesota,73,36203,201.640748,0.863724264
Brown,Minnesota,42,25544,164.4221735,0.704299216
Carlton,Minnesota,66,24212,272.5921031,1.167643028
Carver,Minnesota,23,17606,130.6372827,0.559582287
Cass,Minnesota,43,20646,208.2727889,0.892132483
Chippewa,Minnesota,46,16927,271.755184,1.164058101
Chisago,Minnesota,25,13124,190.4907041,0.815963265
Clay,Minnesota,59,25337,232.8610333,0.997455755
Clearwater,Minnesota,40,11153,358.6478974,1.536261367
Cook,Minnesota,8,3030,264.0264026,1.130952015
Cottonwood,Minnesota,31,16143,192.0336988,0.822572653
Crow Wing,Minnesota,84,30226,277.9064382,1.19040688
Dakota,Minnesota,86,39660,216.8431669,0.928843533
Dodge,Minnesota,19,12931,146.9337252,0.629387784
Douglas,Minnesota,29,20369,142.3732142,0.609852923
Faribault,Minnesota,54,23941,225.5544881,0.966158309
Fillmore,Minnesota,54,25830,209.0592334,0.895501203
Freeborn,Minnesota,84,31780,264.3171806,1.132197557
Goodhue,Minnesota,72,31564,228.1079711,0.977096105
Grant,Minnesota,18,9828,183.1501832,0.784520285
Hennepin,Minnesota,1340,568899,235.5426886,1.008942574
Houston,Minnesota,27,14735,183.2371904,0.784892979
Hubbard,Minnesota,26,11085,234.5511953,1.004695532
Isanti,Minnesota,20,12950,154.4401544,0.66154143
Itasca,Minnesota,90,32996,272.7603346,1.168363644
Jackson,Minnesota,38,16805,226.1231776,0.96859428
Kanabec,Minnesota,17,9651,176.1475495,0.754524638
Kandiyohi,Minnesota,54,26524,203.5892022,0.87207043
Kittson,Minnesota,26,10717,242.6052067,1.039194734
Koochiching,Minnesota,58,16930,342.5871234,1.467465351
Lac Qui Parle,Minnesota,45,15509,290.1541041,1.242869521
Lake,Minnesota,18,6956,258.7694077,1.108433778
Lake Of The Woods,Minnesota,16,5975,267.7824268,1.147040872
Le Sueur,Minnesota,27,19227,140.4275238,0.601518596
Lincoln,Minnesota,28,10797,259.3312957,1.110840615
Lyon,Minnesota,62,21569,287.4495804,1.231284746
Mahnomen,Minnesota,24,8054,297.9885771,1.276428336
Marshall,Minnesota,31,18364,168.8085384,0.723088126
Martin,Minnesota,51,24656,206.8462038,0.886021733
Mcleod,Minnesota,45,21380,210.4770814,0.901574528
Meeker,Minnesota,40,19277,207.5011672,0.888827257
Mille Lacs,Minnesota,38,15558,244.2473326,1.046228749
Morrison,Minnesota,68,27473,247.5157427,1.060228921
Mower,Minnesota,88,36113,243.6795614,1.043796712
Murray,Minnesota,27,15060,179.2828685,0.767954717
Nicollet,Minnesota,29,18282,158.6259709,0.679471294
Nobles,Minnesota,40,21215,188.5458402,0.807632478
Norman,Minnesota,38,14746,257.6970026,1.103840152
Olmsted,Minnesota,81,42658,189.8823198,0.813357263
Otter Tail,Minnesota,87,53192,163.5584298,0.700599387
Pennington,Minnesota,35,12913,271.0446837,1.161014687
Pine,Minnesota,48,21478,223.4844958,0.957291537
Pipestone,Minnesota,38,13794,275.4820937,1.180022247
Polk,Minnesota,83,37734,219.9607781,0.94219776
Pope,Minnesota,39,13544,287.9503839,1.233429928
Ramsey,Minnesota,746,309935,240.6956297,1.031015098
Red Lake,Minnesota,17,7413,229.3268582,0.982317184
Redwood,Minnesota,59,22290,264.6926873,1.133806032
Renville,Minnesota,58,24625,235.5329949,1.008901051
Rice,Minnesota,60,32160,186.5671642,0.799156858
Rock,Minnesota,17,10933,155.4925455,0.666049326
Roseau,Minnesota,27,15103,178.7724293,0.765768261
Scott,Minnesota,21,15585,134.7449471,0.577177388
Sherburne,Minnesota,30,10456,286.9166029,1.229001747
Sibley,Minnesota,30,16625,180.4511278,0.772958933
St.earns,Minnesota,120,67200,178.5714286,0.764907278
St.eele,Minnesota,43,19749,217.7325434,0.93265316
St.evens,Minnesota,22,11039,199.2934143,0.853669505
St Louis,Minnesota,573,206917,276.9226308,1.18619276
Swift,Minnesota,48,15469,310.2980154,1.329155578
Todd,Minnesota,54,27438,196.8073475,0.843020486
Traverse,Minnesota,19,8283,229.3854883,0.982568325
Wabasha,Minnesota,42,17653,237.9199003,1.019125315
Wadena,Minnesota,41,12772,321.0147197,1.375060374
Waseca,Minnesota,31,15186,204.1353879,0.874410006
Washington,Minnesota,58,26430,219.4475974,0.939999561
Watonwan,Minnesota,34,13902,244.5691267,1.047607148
Wilkin,Minnesota,20,10475,190.9307876,0.817848354
Winona,Minnesota,64,37795,169.3345681,0.725341364
Wright,Minnesota,42,27550,152.4500907,0.65301703
Yellow Medicine,Minnesota,34,16917,200.9812615,0.860899366
State At Large,Minnesota,66,NA,NA,NA
Adair,Missouri,44,20246,217.3268794,0.930915506
Andrew,Missouri,29,13015,222.8198233,0.954444425
Atchison,Missouri,41,12897,317.9033884,1.361733047
Audrain,Missouri,57,22673,251.400344,1.076868536
Barry,Missouri,45,23546,191.1152637,0.818638554
Barton,Missouri,36,14148,254.4529262,1.089944213
Bates,Missouri,38,19531,194.5624904,0.833404684
Benton,Missouri,25,11142,224.3762341,0.961111281
Bollinger,Missouri,17,12898,131.8033804,0.564577243
Boone,Missouri,84,34991,240.0617302,1.028299802
Buchanan,Missouri,216,94067,229.6235662,0.983588127
Butler,Missouri,61,34276,177.9670907,0.762318608
Caldwell,Missouri,38,11629,326.7692837,1.399709938
Callaway,Missouri,43,23094,186.1955486,0.797565049
Camden,Missouri,24,8971,267.5287036,1.145954054
Cape Girardeau,Missouri,80,37775,211.780278,0.907156745
Carroll,Missouri,31,17814,174.0204334,0.745413178
Carter,Missouri,11,6226,176.6784452,0.75679872
Cass,Missouri,44,19534,225.248285,0.964846694
Cedar,Missouri,33,11697,282.1236214,1.208471103
Chariton,Missouri,40,18084,221.1900022,0.947463118
Christian,Missouri,23,13538,169.8921554,0.727729778
Clark,Missouri,12,10166,118.0405272,0.505624327
Clay,Missouri,61,30417,200.5457474,0.85903385
Clinton,Missouri,37,13261,279.013649,1.195149596
Cole,Missouri,83,34912,237.7406049,1.018357306
Cooper,Missouri,47,18075,260.0276625,1.113823489
Crawford,Missouri,41,12693,323.0126842,1.383618617
Dade,Missouri,26,11248,231.1522048,0.990136021
Dallas,Missouri,21,11523,182.2442072,0.780639555
Daviess,Missouri,35,13398,261.2330199,1.118986613
De Kalb,Missouri,19,9751,194.8518101,0.834643979
Dent,Missouri,35,11763,297.5431438,1.27452033
Douglas,Missouri,29,15600,185.8974359,0.796288089
Dunklin,Missouri,95,44957,211.3130325,0.905155308
Franklin,Missouri,67,33868,197.8268572,0.847387536
Gasconade,Missouri,24,12414,193.3301112,0.828125811
Gentry,Missouri,35,13359,261.9956584,1.122253361
Greene,Missouri,186,90541,205.4317933,0.879963133
Grundy,Missouri,34,15716,216.3400356,0.926688379
Harrison,Missouri,30,16525,181.5431165,0.777636446
Henry,Missouri,53,22313,237.5296912,1.017453861
Hickory,Missouri,8,6506,122.9634184,0.526711436
Holt,Missouri,30,12476,240.4616864,1.030013007
Howard,Missouri,27,13026,207.2777522,0.887870263
Howell,Missouri,73,22270,327.7952402,1.404104604
Iron,Missouri,25,10440,239.4636015,1.025737729
Jackson,Missouri,1045,477828,218.6979415,0.936788424
Jasper,Missouri,194,78705,246.4900578,1.055835419
Jefferson,Missouri,74,32023,231.0839084,0.989843475
Johnson,Missouri,46,21617,212.795485,0.911505365
Knox,Missouri,16,8878,180.2207704,0.771972202
Laclede,Missouri,43,18718,229.725398,0.984024322
Lafayette,Missouri,82,27856,294.3710511,1.260932733
Lawrence,Missouri,38,24637,154.2395584,0.66068218
Lewis,Missouri,25,11490,217.5805048,0.932001905
Lincoln,Missouri,35,14395,243.1399792,1.041485422
Linn,Missouri,47,21416,219.4620844,0.940061615
Livingston,Missouri,29,18000,161.1111111,0.690116344
Macon,Missouri,42,21396,196.2983735,0.840840306
Madison,Missouri,24,9656,248.5501243,1.064659674
Maries,Missouri,15,8638,173.6513082,0.743832037
Marion,Missouri,72,31576,228.021282,0.976724773
Mcdonald,Missouri,40,15749,253.98438,1.087937204
Mercer,Missouri,24,8766,273.7850787,1.172753116
Miller,Missouri,23,14798,155.426409,0.665766032
Mississippi,Missouri,43,23149,185.7531643,0.795670105
Moniteau,Missouri,27,11775,229.2993631,0.982199409
Monroe,Missouri,19,13195,143.9939371,0.616795259
Montgomery,Missouri,27,12442,217.0069121,0.929544932
Morgan,Missouri,30,11140,269.2998205,1.153540599
New Madrid,Missouri,81,39787,203.5840853,0.872048512
Newton,Missouri,58,29039,199.7313957,0.85554559
Nodaway,Missouri,62,25556,242.6044764,1.039191606
Oregon,Missouri,28,13390,209.1112771,0.895724131
Osage,Missouri,28,12375,226.2626263,0.969191606
Ozark,Missouri,25,10766,232.2125209,0.994677865
Pemiscot,Missouri,87,46857,185.6712978,0.795319431
Perry,Missouri,26,15358,169.2928767,0.725162779
Pettis,Missouri,61,33336,182.9853612,0.783814273
Phelps,Missouri,44,17437,252.3369846,1.080880618
Pike,Missouri,31,18327,169.1493425,0.724547954
Platte,Missouri,34,13862,245.2748521,1.050630109
Polk,Missouri,42,17400,241.3793103,1.033943631
Pulaski,Missouri,22,10775,204.1763341,0.874585398
Putnam,Missouri,17,11327,150.0838704,0.642881371
Ralls,Missouri,15,10040,149.4023904,0.639962264
Randolph,Missouri,48,24458,196.2548042,0.840653677
Ray,Missouri,51,18584,274.4296169,1.175513983
Reynolds,Missouri,21,9370,224.1195304,0.960011696
Ripley,Missouri,26,12606,206.2509916,0.883472153
Saline,Missouri,74,29416,251.5637748,1.077568588
Schuyler,Missouri,20,6627,301.7956843,1.292736006
Scotland,Missouri,19,8557,222.0404347,0.951105929
Scott,Missouri,74,30377,243.6053593,1.043478869
Shannon,Missouri,20,11831,169.0474178,0.724111361
Shelby,Missouri,14,11224,124.7327156,0.534290187
St Charles,Missouri,43,25562,168.2184493,0.72056049
St Clair,Missouri,25,13146,190.1719154,0.81459774
St.e. Genevieve,Missouri,27,10905,247.5928473,1.060559197
St Francois,Missouri,71,35950,197.4965229,0.845972556
St Louis,Missouri,453,274230,165.1898042,0.707587347
St Louis (city),Missouri,1636,816048,200.4784032,0.858745382
St.oddard,Missouri,53,33009,160.5622709,0.687765398
St.one,Missouri,26,11298,230.1292264,0.985754113
Sullivan,Missouri,34,13701,248.1570688,1.062976029
Taney,Missouri,20,10323,193.7421292,0.829890682
Texas,Missouri,48,19813,242.2651794,1.037738234
Vernon,Missouri,66,25586,257.9535684,1.104939146
Warren,Missouri,16,7734,206.8787174,0.886161005
Washington,Missouri,39,17492,222.959067,0.955040873
Wayne,Missouri,28,12794,218.8525872,0.937450846
Webster,Missouri,31,17226,179.9605248,0.770857445
Worth,Missouri,15,6345,236.4066194,1.012643205
Wright,Missouri,39,17967,217.0646185,0.929792116
State At Large,Missouri,52,NA,NA,NA
Adams,Mississippi,36,27238,132.1682943,0.566140345
Alcorn,Mississippi,59,26969,218.7696985,0.937095794
Amite,Mississippi,31,21892,141.604239,0.606559033
Attala,Mississippi,51,30227,168.7233268,0.722723124
Benton,Mississippi,24,10429,230.127529,0.985746842
Bolivar,Mississippi,67,67574,99.15056087,0.424709519
Calhoun,Mississippi,52,20893,248.8871871,1.066103476
Carroll,Mississippi,29,20651,140.4290349,0.601525069
Chickasaw,Mississippi,37,21427,172.6793298,0.739668586
Choctaw,Mississippi,31,13548,228.8160614,0.980129196
Claiborne,Mississippi,18,12810,140.5152225,0.601894251
Clarke,Mississippi,32,20596,155.3699748,0.665524297
Clay,Mississippi,30,19030,157.6458224,0.675272847
Coahoma,Mississippi,50,48333,103.4489893,0.443121755
Copiah,Mississippi,58,33974,170.718785,0.73127063
Covington,Mississippi,32,17030,187.9036994,0.80488188
De Soto,Mississippi,26,26663,97.51340809,0.417696807
Forrest,Mississippi,88,34901,252.1417724,1.08004443
Franklin,Mississippi,30,12504,239.9232246,1.027706515
George,Mississippi,22,8704,252.7573529,1.082681257
Greene,Mississippi,23,9512,241.7998318,1.035744926
Grenada,Mississippi,42,19052,220.4492967,0.94429032
Hancock,Mississippi,23,11328,203.0367232,0.869703897
Harrison,Mississippi,119,50799,234.2565799,1.003433552
Hinds,Mississippi,222,107273,206.9486264,0.886460459
Holmes,Mississippi,44,39710,110.8033241,0.474623907
Humphreys,Mississippi,42,26257,159.9573447,0.685174208
Issaquena,Mississippi,7,6433,108.8139282,0.466102367
Itawamba,Mississippi,45,19922,225.8809356,0.967556641
Jackson,Mississippi,61,20601,296.102131,1.26834778
Jasper,Mississippi,35,19484,179.634572,0.769461232
Jefferson,Mississippi,16,13969,114.5393371,0.490627046
Jefferson Davis,Mississippi,9,15869,56.71434873,0.242934821
Jones,Mississippi,84,49227,170.6380645,0.730924866
Kemper,Mississippi,33,21867,150.9123337,0.646430077
Lafayette,Mississippi,46,21257,216.3993038,0.926942253
Lamar,Mississippi,40,12096,330.6878307,1.416494959
Lauderdale,Mississippi,111,58247,190.5677546,0.816293309
Lawrence,Mississippi,26,13983,185.9400701,0.796470712
Leake,Mississippi,42,24570,170.9401709,0.732218933
Lee,Mississippi,101,38838,260.0545857,1.113938814
Leflore,Mississippi,59,53406,110.4744785,0.473215303
Lincoln,Mississippi,43,27506,156.3295281,0.669634525
Lowndes,Mississippi,55,35245,156.0505036,0.668439329
Madison,Mississippi,37,37504,98.65614334,0.422591692
Marion,Mississippi,44,24085,182.6863193,0.782533333
Marshall,Mississippi,18,25522,70.52738814,0.30210271
Monroe,Mississippi,62,37648,164.6833829,0.705418102
Montgomery,Mississippi,37,15703,235.6237662,1.009289868
Neshoba,Mississippi,33,27882,118.3559286,0.506975342
Newton,Mississippi,45,24249,185.5746629,0.794905497
Noxubee,Mississippi,25,25669,97.39374343,0.417184226
Oktibbeha,Mississippi,38,22151,171.5498172,0.734830341
Panola,Mississippi,37,34421,107.4925191,0.460442137
Pearl River,Mississippi,48,19125,250.9803922,1.07506968
Perry,Mississippi,9,9292,96.85751184,0.414887288
Pike,Mississippi,70,35002,199.9885721,0.8566472
Pontotoc,Mississippi,43,22904,187.7401327,0.804181246
Prentiss,Mississippi,38,20921,181.6356771,0.778032927
Quitman,Mississippi,35,27191,128.7190615,0.551365623
Rankin,Mississippi,21,27934,75.17720341,0.322020104
Scott,Mississippi,37,23144,159.8686485,0.684794279
Sharkey,Mississippi,10,15433,64.7962159,0.277553344
Simpson,Mississippi,43,22024,195.2415547,0.836313442
Smith,Mississippi,40,19403,206.1536876,0.883055354
St.one,Mississippi,14,6155,227.4573517,0.974309189
Sunflower,Mississippi,57,61007,93.43190126,0.400213751
Tallahatchie,Mississippi,30,34166,87.80659135,0.376117844
Tate,Mississippi,19,19309,98.39970998,0.421493264
Tippah,Mississippi,52,19680,264.2276423,1.131814021
Tishomingo,Mississippi,43,16974,253.3286202,1.08512827
Tunica,Mississippi,15,22610,66.3423264,0.284176078
Union,Mississippi,53,21867,242.374354,1.038205881
Walthall,Mississippi,22,17534,125.4705144,0.537450534
Warren,Mississippi,52,39595,131.3297133,0.5625483
Washington,Mississippi,71,67576,105.0668877,0.450051991
Wayne,Mississippi,30,16928,177.221172,0.75912348
Webster,Mississippi,26,14160,183.6158192,0.786514828
Wilkinson,Mississippi,23,15955,144.1554372,0.617487041
Winston,Mississippi,40,22751,175.8164476,0.75310637
