county,state,number,pop1940,per_100,diff
Ellis,Texas,107,47733,224.1635766,0.960200367
El Paso,Texas,369,131067,281.5353979,1.205951459
Erath,Texas,75,20760,361.2716763,1.547500273
Falls,Texas,56,35984,155.6247221,0.666615502
Fannin,Texas,97,41064,236.2166374,1.011829421
Fayette,Texas,69,29246,235.9296998,1.010600329
Fisher,Texas,29,12932,224.2499227,0.960570228
Floyd,Texas,23,10659,215.7800919,0.924289871
Foard,Texas,16,5237,305.5184266,1.308682301
Fort Bend,Texas,54,32963,163.8200407,0.701719992
Franklin,Texas,21,8378,250.6564813,1.073682214
Freestone,Texas,36,21138,170.3093954,0.729517018
Frio,Texas,15,9207,162.9195178,0.697862619
Gaines,Texas,17,8136,208.9478859,0.895024249
Galveston,Texas,178,81173,219.2847375,0.939301953
Garza,Texas,14,5678,246.5656921,1.056159398
Gillespie,Texas,22,10670,206.185567,0.883191909
Glasscock,Texas,4,1193,335.2891869,1.43620478
Goliad,Texas,21,8798,238.6906115,1.022426641
Gonzales,Texas,62,26075,237.7756472,1.018507409
Gray,Texas,60,23911,250.9305341,1.074856114
Grayson,Texas,179,69499,257.5576627,1.103243292
Gregg,Texas,127,58027,218.8636324,0.937498158
Grimes,Texas,35,21960,159.3806922,0.682704128
Guadalupe,Texas,41,25596,160.1812783,0.686133423
Hale,Texas,59,18813,313.6129272,1.343354939
Hall,Texas,41,12117,338.3675827,1.449391029
Hamilton,Texas,43,13303,323.2353604,1.384572446
Hansford,Texas,10,2783,359.32447,1.539159453
Hardeman,Texas,22,11073,198.6814775,0.851048285
Hardin,Texas,29,15875,182.6771654,0.782494122
Harris,Texas,1059,528961,200.2037957,0.857569106
Harrison,Texas,59,50900,115.913556,0.496513487
Hartley,Texas,6,1873,320.3416978,1.372177498
Haskell,Texas,47,14905,315.330426,1.350711812
Hays,Texas,36,15349,234.542967,1.004660286
Hemphill,Texas,17,4170,407.6738609,1.746263138
Henderson,Texas,75,31822,235.6860034,1.00955646
Hidalgo,Texas,208,106059,196.1172555,0.84006449
Hill,Texas,95,38355,247.6860905,1.060958602
Hockley,Texas,27,12693,212.7156701,0.911163479
Hood,Texas,21,6674,314.6538807,1.347813843
Hopkins,Texas,67,30274,221.3120169,0.947985766
Houston,Texas,91,31137,292.2568006,1.251876381
Howard,Texas,66,20990,314.4354455,1.34687818
Hudspeth,Texas,7,3149,222.2927914,0.952186894
Hunt,Texas,117,48793,239.7884943,1.027129401
Hutchinson,Texas,42,19069,220.2527663,0.943448486
Irion,Texas,6,1963,305.6546103,1.309265641
Jack,Texas,37,10206,362.531844,1.552898177
Jackson,Texas,22,11720,187.7133106,0.804066354
Jasper,Texas,36,17491,205.8201361,0.881626592
Jeff Davis,Texas,5,2375,210.5263158,0.901785422
Jefferson,Texas,326,145329,224.318615,0.960864471
Jim Hogg,Texas,10,5449,183.5199119,0.786104011
Jim Wells,Texas,58,20239,286.5754237,1.227540313
Johnson,Texas,81,30384,266.5876777,1.141923187
Jones,Texas,62,23378,265.2066045,1.136007387
Karnes,Texas,35,19248,181.837074,0.778895607
Kaufman,Texas,74,38308,193.1711392,0.827444857
Kendall,Texas,10,5080,196.8503937,0.843204873
Kenedy,Texas,4,700,571.4285714,2.447703289
Kent,Texas,16,3413,468.7957808,2.008077706
Kerr,Texas,31,11650,266.0944206,1.13981033
Kimble,Texas,14,5064,276.4612954,1.184216639
King,Texas,0,1066,0,0
Kinney,Texas,24,4533,529.4506949,2.267891863
Kleberg,Texas,35,13344,262.2901679,1.123514887
Knox,Texas,25,10090,247.7700694,1.061318324
Lamar,Texas,116,50425,230.0446207,0.985391706
Lamb,Texas,42,17606,238.5550381,1.021845915
Lampasas,Texas,28,9167,305.4434384,1.308361091
La Salle,Texas,30,8003,374.8594277,1.605703145
Lavaca,Texas,90,25485,353.1489111,1.512706565
Lee,Texas,21,12751,164.6929653,0.705459147
Leon,Texas,42,17733,236.8465573,1.01452767
Liberty,Texas,52,24541,211.890306,0.907628048
Limestone,Texas,76,33781,224.9785382,0.963691239
Lipscomb,Texas,10,3764,265.674814,1.138012953
Live Oak,Texas,14,9799,142.8717216,0.61198827
Llano,Texas,13,5996,216.8112075,0.928706635
Loving,Texas,4,285,1403.508772,6.011902816
Lubbock,Texas,171,51782,330.2305821,1.414536343
Lynn,Texas,35,11931,293.353449,1.256573854
Madison,Texas,13,12029,108.0721589,0.462925013
Marion,Texas,10,11457,87.28288383,0.373874553
Martin,Texas,15,5556,269.9784017,1.156447288
Mason,Texas,14,5378,260.3198215,1.115074946
Matagorda,Texas,47,20066,234.2270507,1.003307064
Maverick,Texas,30,10071,297.8850164,1.275984735
Mcculloch,Texas,42,13208,317.9890975,1.36210018
Mclennan,Texas,291,101898,285.5796973,1.223275138
Mcmullen,Texas,8,1374,582.2416303,2.494020819
Medina,Texas,23,16106,142.803924,0.61169786
Menard,Texas,21,4521,464.4990046,1.989672548
Midland,Texas,41,11721,349.7995052,1.498359449
Milam,Texas,73,33120,220.410628,0.944124684
Mills,Texas,19,7951,238.9636524,1.023596206
Mitchell,Texas,35,12477,280.5161497,1.201585529
Montague,Texas,56,20442,273.9457979,1.173441553
Montgomery,Texas,44,23055,190.8479722,0.817493617
Moore,Texas,13,4461,291.4144811,1.248268322
Morris,Texas,22,9810,224.2609582,0.960617499
Motley,Texas,10,4994,200.2402883,0.857725422
Nacogdoches,Texas,81,35392,228.8652803,0.980340024
Navarro,Texas,116,51308,226.0856007,0.96843332
Newton,Texas,13,13700,94.89051095,0.406461678
Nolan,Texas,64,17309,369.7498411,1.583816329
Nueces,Texas,244,92661,263.3254552,1.12794952
Ochiltree,Texas,12,4213,284.8326608,1.220075221
Oldham,Texas,8,1385,577.6173285,2.474212711
Orange,Texas,52,17382,299.1600506,1.28144632
Palo Pinto,Texas,48,18456,260.0780234,1.114039208
Panola,Texas,34,22513,151.0238529,0.646907768
Parker,Texas,62,20482,302.704814,1.296630246
Parmer,Texas,15,5890,254.6689304,1.090869463
Pecos,Texas,23,8185,281.0018326,1.203665943
Polk,Texas,43,20635,208.3838139,0.892608057
Potter,Texas,166,54265,305.9062011,1.310343325
Presidio,Texas,29,10925,265.4462243,1.137033793
Rains,Texas,16,7334,218.1619853,0.934492666
Randall,Texas,17,7185,236.6040362,1.013488836
Reagan,Texas,8,1997,400.6009014,1.715966252
Real,Texas,7,2420,289.2561983,1.239023359
Red River,Texas,84,29769,282.17273,1.208681459
Reeves,Texas,23,8006,287.2845366,1.230577784
Refugio,Texas,28,10383,269.6715785,1.155133017
Roberts,Texas,5,1289,387.897595,1.661551884
Robertson,Texas,47,25710,182.8082458,0.783055603
Rockwall,Texas,17,7051,241.1005531,1.03274958
Runnels,Texas,46,18903,243.3476168,1.042374834
Rusk,Texas,86,51023,168.5514376,0.721986839
Sabine,Texas,21,10896,192.7312775,0.825560718
San Augustine,Texas,22,12471,176.4092695,0.755645711
San Jacinto,Texas,15,9056,165.6360424,0.7094988
San Patricio,Texas,49,28871,169.7204808,0.726994413
San Saba,Texas,21,11012,190.7010534,0.816864292
Schleicher,Texas,3,3083,97.30781706,0.416816162
Scurry,Texas,45,11545,389.7791252,1.669611382
Shackelford,Texas,15,6211,241.5070037,1.034490603
Shelby,Texas,85,29235,290.7473918,1.245410858
Sherman,Texas,5,2026,246.7917078,1.057127531
Smith,Texas,115,69090,166.4495585,0.712983481
Somervell,Texas,5,3071,162.8134158,0.697408134
St.arr,Texas,41,13312,307.9927885,1.319281183
St.ephens,Texas,33,12356,267.0767239,1.144018007
St.erling,Texas,4,1404,284.9002849,1.220364888
St.onewall,Texas,14,5589,250.4920379,1.072977824
Sutton,Texas,13,3977,326.8795575,1.400182294
Swisher,Texas,26,6528,398.2843137,1.706043193
Tarrant,Texas,584,225521,258.9559287,1.109232737
Taylor,Texas,135,44147,305.7965434,1.309873609
Terrell,Texas,16,2952,542.0054201,2.321669787
Terry,Texas,36,11160,322.5806452,1.381767986
Throckmorton,Texas,18,4275,421.0526316,1.803570845
Titus,Texas,46,19228,239.2344498,1.024756162
Tom Green,Texas,101,39302,256.9843774,1.100787635
Travis,Texas,231,111053,208.0087886,0.891001643
Trinity,Texas,31,13705,226.1948194,0.968901156
Tyler,Texas,29,11948,242.7184466,1.039679795
Upshur,Texas,38,26178,145.1600581,0.621790315
Upton,Texas,8,4297,186.1764021,0.797483036
Uvalde,Texas,44,13246,332.1757512,1.422868438
Val Verde,Texas,43,15453,278.2631204,1.191934722
Van Zandt,Texas,70,31155,224.6830364,0.962425463
Victoria,Texas,74,23741,311.6970642,1.335148376
Walker,Texas,36,19868,181.1958929,0.77614912
Waller,Texas,18,10280,175.0972763,0.750025813
Ward,Texas,27,9575,281.9843342,1.207874469
Washington,Texas,39,25387,153.6219325,0.658036592
Webb,Texas,123,45916,267.8804774,1.14746087
Wharton,Texas,61,36158,168.7040212,0.722640429
Wheeler,Texas,36,12411,290.0652647,1.242488979
Wichita,Texas,189,73604,256.7795229,1.099910145
Wilbarger,Texas,52,20474,253.9806584,1.087921263
Willacy,Texas,25,13230,188.9644747,0.809425691
Williamson,Texas,74,41698,177.4665452,0.760174531
Wilson,Texas,39,17066,228.5245517,0.97888052
Winkler,Texas,17,6141,276.8278782,1.185786889
Wise,Texas,54,19074,283.1078956,1.212687223
Wood,Texas,76,24360,311.9868637,1.336389727
Yoakum,Texas,7,5354,130.7433694,0.560036707
Young,Texas,65,19004,342.0332562,1.465092871
Zapata,Texas,7,3916,178.7538304,0.765688593
Zavala,Texas,28,11603,241.3169008,1.033676301
State At Large,Texas,89,NA,NA,NA
Beaver,Utah,14,5014,279.2181891,1.19602574
Box Elder,Utah,59,18832,313.2965166,1.3419996
Cache,Utah,82,29797,275.1954895,1.178794583
Carbon,Utah,55,18459,297.9576358,1.276295799
Daggett,Utah,3,564,531.9148936,2.278447211
Davis,Utah,40,15784,253.421186,1.085524774
Duchesne,Utah,27,8958,301.406564,1.291069217
Emery,Utah,16,7072,226.2443439,0.969113293
Garfield,Utah,15,5253,285.5511136,1.2231527
Grand,Utah,8,2070,386.47343,1.6554515
Iron,Utah,21,8331,252.0705798,1.079739478
Juab,Utah,12,7392,162.3376623,0.695370253
Kane,Utah,7,2561,273.3307302,1.170806923
Millard,Utah,28,9613,291.2722355,1.247659016
Morgan,Utah,12,2611,459.5940253,1.968662163
Piute,Utah,3,2203,136.1779392,0.583315582
Rich,Utah,9,2028,443.7869822,1.900952998
Salt Lake,Utah,520,211623,245.7199832,1.052536819
San Juan,Utah,10,4712,212.2241087,0.909057885
Sanpete,Utah,43,16063,267.6959472,1.146670438
Sevier,Utah,17,12112,140.3566711,0.6012151
Summit,Utah,10,8714,114.7578609,0.491563089
Tooele,Utah,26,9133,284.6819227,1.219429538
Uintah,Utah,30,9898,303.0915336,1.298286752
Utah,Utah,149,57382,259.6633091,1.112262787
Wasatch,Utah,18,5754,312.8258603,1.339983553
Washington,Utah,31,9269,334.4481605,1.43260226
Wayne,Utah,3,2394,125.3132832,0.536777037
Weber,Utah,160,56714,282.1172903,1.208443984
State At Large,Utah,22,NA,NA,NA
Accomack,Virginia,43,33030,130.1846806,0.557643574
Albemarle,Virginia,108,24652,438.0983287,1.876585761
Alleghany,Virginia,76,22688,334.9788434,1.43487543
Amelia,Virginia,16,8495,188.3460859,0.806776835
Amherst,Virginia,39,20273,192.3740936,0.824030728
Appomattox,Virginia,14,9020,155.210643,0.664841803
Arlington,Virginia,225,57040,394.4600281,1.689661939
Augusta,Virginia,125,42772,292.2472646,1.251835534
Bath,Virginia,29,7191,403.2818801,1.727450173
Bedford,Virginia,80,29687,269.4782228,1.154304782
Bland,Virginia,19,6731,282.2760363,1.209123969
Botetourt,Virginia,19,16447,115.5225877,0.494838781
Brunswick,Virginia,24,19575,122.605364,0.525177717
Buchanan,Virginia,65,31477,206.4999841,0.884538708
Buckingham,Virginia,27,13398,201.5226153,0.863218245
Campbell,Virginia,170,26048,652.6412776,2.795576354
Caroline,Virginia,14,13945,100.3944066,0.430037509
Carroll,Virginia,57,25904,220.0432366,0.942550969
Charles City,Virginia,7,4275,163.7426901,0.701388662
Charlotte,Virginia,49,15861,308.9338629,1.323312257
Chesterfield,Virginia,52,31183,166.7575281,0.714302663
Clarke,Virginia,26,7159,363.179215,1.555671178
Craig,Virginia,8,3769,212.2578933,0.909202602
Culpeper,Virginia,26,13365,194.5379723,0.833299661
Cumberland,Virginia,10,7505,133.2445037,0.570750267
Dickenson,Virginia,64,21266,300.949873,1.28911299
Dinwiddie,Virginia,100,18166,550.4789167,2.357965846
Elizabeth City,Virginia,87,32283,269.4916829,1.154362438
Essex,Virginia,19,7006,271.1961176,1.161663351
Fairfax,Virginia,70,40929,171.0278775,0.732594622
Fauquier,Virginia,55,21039,261.419269,1.119784408
Floyd,Virginia,34,11967,284.1146486,1.21699963
Fluvanna,Virginia,18,7088,253.9503386,1.087791388
Franklin,Virginia,50,25864,193.3188989,0.828077783
Frederick,Virginia,57,14008,406.910337,1.742992598
Giles,Virginia,47,14635,321.147933,1.375630991
Gloucester,Virginia,14,9548,146.627566,0.628076357
Goochland,Virginia,15,8454,177.430802,0.760021426
Grayson,Virginia,69,21916,314.8384742,1.348604546
Greene,Virginia,16,5218,306.6308931,1.31344753
Greensville,Virginia,17,14866,114.3549038,0.48983703
Halifax,Virginia,76,41271,184.1486758,0.788797309
Hanover,Virginia,33,18500,178.3783784,0.764080351
Henrico,Virginia,483,41960,1151.096282,4.930698774
Henry,Virginia,97,26481,366.3003663,1.56904057
Highland,Virginia,18,4875,369.2307692,1.581592895
Isle Of Wight,Virginia,12,13381,89.67939616,0.384139968
James City,Virginia,20,4907,407.5810067,1.745865399
King And Queen,Virginia,14,6954,201.3229796,0.862363109
King George,Virginia,15,5431,276.1922298,1.183064101
King William,Virginia,13,7855,165.4996817,0.708914702
Lancaster,Virginia,16,8786,182.1078989,0.780055681
Lee,Virginia,101,39296,257.0236156,1.100955712
Loudoun,Virginia,36,20291,177.41856,0.759968987
Louisa,Virginia,20,13665,146.3593121,0.626927297
Lunenburg,Virginia,39,13844,281.7104883,1.206701456
Madison,Virginia,21,8465,248.0803308,1.062647323
Mathews,Virginia,10,7149,139.8797035,0.599172018
Mecklenburg,Virginia,52,31933,162.8409482,0.697526068
Middlesex,Virginia,11,6673,164.8433988,0.706103526
Montgomery,Virginia,107,21206,504.5741771,2.161333778
Nansemond (ext),Virginia,43,22771,188.8366782,0.808878277
Nelson,Virginia,45,16241,277.0765347,1.186852004
New Kent,Virginia,6,4092,146.627566,0.628076357
Norfolk (city),Virginia,502,144332,347.8092176,1.489834091
Northampton,Virginia,46,17597,261.4081946,1.119736971
Northumberland,Virginia,12,10463,114.6898595,0.491271806
Nottoway,Virginia,35,15556,224.9935716,0.963755634
Orange,Virginia,23,12649,181.8325559,0.778876254
Page,Virginia,19,14863,127.8342192,0.547575418
Patrick,Virginia,35,16613,210.6783844,0.902436805
Pittsylvania,Virginia,199,61697,322.5440459,1.381611214
Powhatan,Virginia,20,5671,352.6714865,1.510661526
Prince Edward,Virginia,40,14922,268.0605817,1.148232343
Prince George,Virginia,40,12226,327.1716015,1.401433259
Prince William,Virginia,29,17738,163.4908107,0.700309741
Pulaski,Virginia,52,22767,228.4007555,0.978350241
Rappahannock,Virginia,14,7208,194.2286349,0.83197462
Richmond,Virginia,54,6634,813.9885439,3.486704264
Roanoke,Virginia,315,42897,734.3170851,3.145433103
Rockbridge,Virginia,60,22384,268.0486061,1.148181046
Rockingham,Virginia,89,31289,284.4450126,1.218414738
Russell,Virginia,67,26627,251.6242911,1.077827809
Scott,Virginia,59,26989,218.6075809,0.936401366
Shenandoah,Virginia,52,20898,248.827639,1.065848403
Smyth,Virginia,76,28861,263.3311389,1.127973866
Southampton,Virginia,28,26442,105.8921413,0.453586949
Spotsylvania,Virginia,46,9905,464.4119132,1.989299493
St.afford,Virginia,15,9548,157.1009636,0.672938954
Surry,Virginia,9,6193,145.3253674,0.622498414
Sussex,Virginia,15,12485,120.144173,0.514635253
Tazewell,Virginia,130,41607,312.4474247,1.338362531
Warren,Virginia,27,11352,237.8435518,1.018798277
Warwick,Virginia,101,9248,1092.128028,4.67810939
Washington,Virginia,120,38197,314.160798,1.345701733
Westmoreland,Virginia,20,9512,210.2607233,0.900647762
Wise,Virginia,165,52458,314.5373442,1.347314661
Wythe,Virginia,66,22721,290.4801725,1.244266229
York,Virginia,7,8857,79.0335328,0.338538617
State At Large,Virginia,39,NA,NA,NA
Addison,Vermont,53,17944,295.3633527,1.265183237
Bennington,Vermont,52,22286,233.3303419,0.99946603
Caledonia,Vermont,50,24320,205.5921053,0.880649827
Chittenden,Vermont,140,52098,268.7243272,1.151075484
Essex,Vermont,22,6490,338.9830508,1.452027375
Franklin,Vermont,63,29601,212.8306476,0.911655983
Grand Isle,Vermont,10,3802,263.0194634,1.12663881
Lamoille,Vermont,28,11028,253.8991658,1.087572191
Orange,Vermont,21,17048,123.1816049,0.527646034
Orleans,Vermont,64,21718,294.6864352,1.262283674
Rutland,Vermont,110,45638,241.0272142,1.032435434
Washington,Vermont,86,41546,206.9994705,0.886678248
Windham,Vermont,58,27850,208.2585278,0.892071396
Windsor,Vermont,102,37862,269.3993978,1.153967136
State At Large,Vermont,15,NA,NA,NA
Adams,Washington,13,6209,209.3734901,0.896847316
Asotin,Washington,25,8365,298.8643156,1.280179545
Benton,Washington,34,12053,282.0874471,1.208316151
Chelan,Washington,61,34412,177.2637452,0.759305841
Clallam,Washington,45,21848,205.9685097,0.882262148
Clark,Washington,150,49852,300.8906363,1.28885925
Columbia,Washington,19,5549,342.4040368,1.466681102
Cowlitz,Washington,92,40155,229.1121903,0.981397658
Douglas,Washington,17,8651,196.5090741,0.841742837
Ferry,Washington,11,4701,233.9927675,1.002303517
Franklin,Washington,21,6307,332.963374,1.426242205
Garfield,Washington,7,3383,206.9169376,0.886324721
Grant,Washington,25,14668,170.439051,0.730072395
Grays Harbor,Washington,121,53166,227.5890607,0.974873362
Island,Washington,10,6098,163.9881929,0.702440268
Jefferson,Washington,16,8918,179.4124243,0.768509667
King,Washington,1106,504980,219.018575,0.938161851
Kitsap,Washington,142,44387,319.9134882,1.37034327
Kittitas,Washington,57,20230,281.7597627,1.206912522
Klickitat,Washington,22,11357,193.7131285,0.829766458
Lewis,Washington,110,41393,265.7454159,1.138315375
Lincoln,Washington,28,11361,246.4571781,1.05569458
Mason,Washington,28,11603,241.3169008,1.033676301
Okanogan,Washington,45,24546,183.3292593,0.785287355
Pacific,Washington,33,15928,207.1823204,0.887461483
Pend Oreille,Washington,15,7156,209.6143097,0.897878862
Pierce,Washington,417,182081,229.0189531,0.980998278
San Juan,Washington,5,3157,158.3782072,0.678410003
Skagit,Washington,81,37650,215.1394422,0.921545661
Skamania,Washington,4,4633,86.33714656,0.369823506
Snohomish,Washington,189,88754,212.9481488,0.912159298
Spokane,Washington,396,164652,240.5072517,1.030208184
St.evens,Washington,52,19275,269.7795071,1.155595327
Thurston,Washington,67,37285,179.6969291,0.769728338
Wahkiakum,Washington,3,4286,69.99533364,0.299823665
Walla Walla,Washington,70,30547,229.1550725,0.981581343
Whatcom,Washington,114,60355,188.8824455,0.809074321
Whitman,Washington,45,27221,165.3135447,0.708117387
Yakima,Washington,224,99019,226.2192105,0.969005635
State At Large,Washington,21,NA,NA,NA
Adams,Wisconsin,10,8449,118.357202,0.506980797
Ashland,Wisconsin,68,21801,311.9122976,1.336070324
Barron,Wisconsin,69,34289,201.2307154,0.861967897
Bayfield,Wisconsin,38,15827,240.0960384,1.02844676
Brown,Wisconsin,185,83109,222.5992371,0.953499549
Buffalo,Wisconsin,24,16090,149.1609695,0.638928143
Burnett,Wisconsin,24,11382,210.8592514,0.903211546
Calumet,Wisconsin,29,17618,164.6043819,0.705079702
Chippewa,Wisconsin,78,40703,191.6320664,0.820852269
Clark,Wisconsin,80,33972,235.488049,1.008708526
Columbia,Wisconsin,73,32517,224.4979549,0.96163267
Crawford,Wisconsin,38,18328,207.3330423,0.888107097
Dane,Wisconsin,330,130660,252.5639063,1.081852633
Dodge,Wisconsin,95,54280,175.018423,0.749688047
Door,Wisconsin,40,19095,209.4789212,0.897298928
Douglas,Wisconsin,143,47119,303.4869161,1.299980365
Dunn,Wisconsin,61,27375,222.8310502,0.954492516
Eau Claire,Wisconsin,84,46999,178.727207,0.765574552
Florence,Wisconsin,10,4177,239.4062724,1.025492161
Fond Du Lac,Wisconsin,127,62353,203.6790531,0.872455305
Forest,Wisconsin,31,11805,262.600593,1.124844587
Grant,Wisconsin,88,40639,216.5407613,0.927548184
Green,Wisconsin,23,23146,99.36922146,0.425646148
Green Lake,Wisconsin,29,14092,205.7905194,0.88149973
Iowa,Wisconsin,34,20595,165.0886137,0.7071539
Iron,Wisconsin,34,10049,338.3421236,1.449281976
Jackson,Wisconsin,39,16599,234.9539129,1.006420565
Jefferson,Wisconsin,76,38868,195.5336009,0.837564417
Juneau,Wisconsin,41,18708,219.1575796,0.938757275
Kenosha,Wisconsin,151,63505,237.776553,1.018511289
Kewaunee,Wisconsin,32,16680,191.8465228,0.821770889
La Crosse,Wisconsin,125,59653,209.5452031,0.897582845
Lafayette,Wisconsin,39,18695,208.6119283,0.893585181
Langlade,Wisconsin,68,23227,292.762733,1.254043533
Lincoln,Wisconsin,59,22536,261.8033369,1.121429556
Manitowoc,Wisconsin,131,61617,212.6036646,0.910683706
Marathon,Wisconsin,152,75915,200.2239347,0.857655371
Marinette,Wisconsin,78,36225,215.320911,0.922322979
Marquette,Wisconsin,17,9097,186.8747939,0.800474583
Milwaukee,Wisconsin,1684,766885,219.5896386,0.940607991
Monroe,Wisconsin,73,30080,242.6861702,1.03954154
Oconto,Wisconsin,60,27075,221.6066482,0.949247813
Oneida,Wisconsin,61,18938,322.1037068,1.37972503
Outagamie,Wisconsin,155,70032,221.3273932,0.94805163
Ozaukee,Wisconsin,44,18985,231.7619173,0.992747713
Pepin,Wisconsin,11,7897,139.2934026,0.596660609
Pierce,Wisconsin,56,21471,260.8169158,1.11720424
Polk,Wisconsin,54,26197,206.130473,0.882955914
Portage,Wisconsin,85,35800,237.4301676,1.017027554
Price,Wisconsin,69,18467,373.639465,1.600477458
Racine,Wisconsin,245,94047,260.5080439,1.115881193
Richland,Wisconsin,38,20381,186.4481625,0.798647116
Rock,Wisconsin,237,80173,295.6107418,1.266242924
Rusk,Wisconsin,34,17737,191.6896882,0.821099091
Sauk,Wisconsin,89,33700,264.0949555,1.13124566
Sawyer,Wisconsin,39,11540,337.9549393,1.447623479
Shawano,Wisconsin,74,35378,209.1695404,0.895973701
Sheboygan,Wisconsin,153,76221,200.7320817,0.859832009
St Croix,Wisconsin,46,24842,185.1702761,0.793173315
Taylor,Wisconsin,39,20105,193.9815966,0.830916436
Trempealeau,Wisconsin,48,24381,196.8746155,0.843308627
Vernon,Wisconsin,51,29940,170.3406814,0.729651031
Vilas,Wisconsin,23,8894,258.6013043,1.10771371
Walworth,Wisconsin,64,33103,193.3359514,0.828150827
Washburn,Wisconsin,26,12496,208.0665813,0.891249197
Washington,Wisconsin,57,28430,200.4924376,0.858805498
Waukesha,Wisconsin,121,62744,192.8471248,0.826056948
Waupaca,Wisconsin,56,34614,161.7842491,0.692999718
Waushara,Wisconsin,21,14268,147.1825063,0.630453433
Winnebago,Wisconsin,164,80507,203.7089942,0.872583557
Wood,Wisconsin,123,44465,276.6220623,1.184905281
State At Large,Wisconsin,85,NA,NA,NA
Barbour,West Virginia,40,19869,201.3186371,0.862344508
Berkeley,West Virginia,77,29016,265.3708299,1.136710843
Boone,West Virginia,77,28556,269.6456086,1.155021776
Braxton,West Virginia,68,21658,313.9717425,1.344891917
Brooke,West Virginia,87,25513,341.0026261,1.460678187
Cabell,West Virginia,208,97459,213.4230805,0.914193658
Calhoun,West Virginia,24,12455,192.6936973,0.825399744
Clay,West Virginia,48,15206,315.6648691,1.352144392
Doddridge,West Virginia,29,10923,265.4948274,1.137241984
Fayette,West Virginia,223,80628,276.578856,1.184720207
Gilmer,West Virginia,23,12046,190.9347501,0.817865328
Grant,West Virginia,18,8805,204.4293015,0.875668979
Greenbrier,West Virginia,88,38520,228.4527518,0.978572966
Hampshire,West Virginia,36,12974,277.478033,1.188571815
Hancock,West Virginia,111,31572,351.577347,1.5059748
Hardy,West Virginia,25,10813,231.2031814,0.990354378
Harrison,West Virginia,201,82911,242.4286283,1.038438364
Jackson,West Virginia,38,16598,228.9432462,0.980673989
Jefferson,West Virginia,33,16762,196.8738814,0.843305482
Kanawha,West Virginia,500,195619,255.5988938,1.094852943
Lewis,West Virginia,56,22271,251.4480715,1.077072975
Lincoln,West Virginia,69,22886,301.4943634,1.291445304
Logan,West Virginia,167,67768,246.428993,1.05557385
Marion,West Virginia,173,68683,251.8818339,1.078930989
Marshall,West Virginia,103,40189,256.2890343,1.097809147
Mason,West Virginia,58,22270,260.4400539,1.115589959
Mcdowell,West Virginia,235,94354,249.0620429,1.066852468
Mercer,West Virginia,173,68289,253.3350906,1.085155985
Mineral,West Virginia,76,22215,342.1111861,1.465426682
Mingo,West Virginia,89,40802,218.1265624,0.934340933
Monongalia,West Virginia,156,51252,304.3783657,1.303798872
Monroe,West Virginia,44,13577,324.077484,1.388179666
Morgan,West Virginia,25,8743,285.9430401,1.22483151
Nicholas,West Virginia,58,24070,240.9638554,1.032164038
Ohio,West Virginia,216,73115,295.4250154,1.265447368
Pendleton,West Virginia,35,10884,321.5729511,1.377451548
Pleasants,West Virginia,15,6692,224.1482367,0.960134659
Pocahontas,West Virginia,38,13906,273.2633396,1.170518256
Preston,West Virginia,73,30416,240.0052604,1.028057914
Putnam,West Virginia,41,19511,210.1378709,0.900121526
Raleigh,West Virginia,200,86687,230.7151015,0.988263697
Randolph,West Virginia,84,30259,277.6033577,1.189108641
Ritchie,West Virginia,48,15389,311.9111053,1.336065217
Roane,West Virginia,49,20787,235.7242507,1.009720292
Summers,West Virginia,53,20409,259.6893527,1.112374345
Taylor,West Virginia,36,19919,180.7319645,0.774161892
Tucker,West Virginia,35,13173,265.6949822,1.138099343
Tyler,West Virginia,34,12559,270.7221913,1.159633297
Upshur,West Virginia,54,18360,294.1176471,1.259847281
Wayne,West Virginia,82,35566,230.5572738,0.987587646
Webster,West Virginia,48,18080,265.4867257,1.13720728
Wetzel,West Virginia,55,22342,246.1731268,1.054477852
Wirt,West Virginia,18,6475,277.992278,1.190774573
Wood,West Virginia,107,62399,171.477107,0.734518888
Wyoming,West Virginia,74,29774,248.5389938,1.064611997
State At Large,West Virginia,34,NA,NA,NA
Albany,Wyoming,39,13946,279.6500789,1.197875731
Big Horn,Wyoming,27,12911,209.1240028,0.895778642
Campbell,Wyoming,15,6048,248.015873,1.062371219
Carbon,Wyoming,48,12644,379.6267004,1.626123666
Converse,Wyoming,18,6631,271.4522696,1.162760573
Crook,Wyoming,10,5463,183.0496064,0.784089467
Fremont,Wyoming,35,16095,217.4588381,0.931480749
Goshen,Wyoming,29,12207,237.5686082,1.017620561
Hot Springs,Wyoming,12,4607,260.473193,1.11573191
Johnson,Wyoming,13,4980,261.0441767,1.118177708
Laramie,Wyoming,98,33651,291.2246293,1.247455095
Lincoln,Wyoming,21,10286,204.1609955,0.874519696
Natrona,Wyoming,52,23858,217.9562411,0.933611364
Niobrara,Wyoming,8,5988,133.6005344,0.572275318
Park,Wyoming,32,10976,291.5451895,1.248828209
Platte,Wyoming,25,8013,311.9930114,1.33641606
Sheridan,Wyoming,46,19255,238.8989873,1.023319215
Sublette,Wyoming,6,2778,215.9827214,0.925157831
Sweetwater,Wyoming,50,19407,257.6389962,1.103591683
Teton,Wyoming,6,2543,235.941801,1.010652164
Uinta,Wyoming,18,7223,249.2039319,1.067460247
